member_no,date,amount,source,reference,description
ILS24-F00014,2025-11-29,1000000,nmb,SAV-ILS24-F00014-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00014,2026-03-06,125000,nmb,SAV-ILS24-F00014-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2024-03-01,50000,mkoba,SAV-ILS24-F00015-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2024-03-11,120000,mkoba,SAV-ILS24-F00015-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2024-08-25,630000,mkoba,SAV-ILS24-F00015-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2024-12-28,200000,mkoba,SAV-ILS24-F00015-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2025-08-16,300000,nmb,SAV-ILS24-F00015-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2025-09-27,300000,nmb,SAV-ILS24-F00015-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2025-10-25,400000,nmb,SAV-ILS24-F00015-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2025-11-24,200000,nmb,SAV-ILS24-F00015-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2025-12-23,100000,nmb,SAV-ILS24-F00015-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2025-12-23,700000,nmb,SAV-ILS24-F00015-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2026-02-24,200000,nmb,SAV-ILS24-F00015-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2026-02-24,300000,nmb,SAV-ILS24-F00015-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2026-03-06,125000,nmb,SAV-ILS24-F00015-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2026-03-06,500000,nmb,SAV-ILS24-F00015-0014,Historical savings deposit (Ilboru workbook)
ILS24-F00015,2026-05-12,300000,nmb,SAV-ILS24-F00015-0015,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2024-03-09,60000,mkoba,SAV-ILS24-F00016-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2024-03-09,90000,mkoba,SAV-ILS24-F00016-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2024-08-22,650000,mkoba,SAV-ILS24-F00016-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2025-08-06,200000,nmb,SAV-ILS24-F00016-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2025-10-21,1000000,nmb,SAV-ILS24-F00016-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2025-10-21,500000,nmb,SAV-ILS24-F00016-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2025-11-29,100000,nmb,SAV-ILS24-F00016-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2025-12-13,200000,nmb,SAV-ILS24-F00016-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2026-01-04,1200000,nmb,SAV-ILS24-F00016-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00016,2026-04-29,25000000,nmb,SAV-ILS24-F00016-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2024-08-02,900000,mkoba,SAV-ILS24-F00017-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-01-28,100000,mkoba,SAV-ILS24-F00017-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-04-28,100000,mkoba,SAV-ILS24-F00017-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-03-26,200000,mkoba,SAV-ILS24-F00017-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-04-28,100000,mkoba,SAV-ILS24-F00017-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-05-22,200000,mkoba,SAV-ILS24-F00017-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-06-25,200000,mkoba,SAV-ILS24-F00017-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-11-14,500000,nmb,SAV-ILS24-F00017-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2025-12-23,500000,nmb,SAV-ILS24-F00017-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00017,2026-01-21,500000,nmb,SAV-ILS24-F00017-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2024-03-29,170000,mkoba,SAV-ILS24-F00018-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2024-03-29,530000,mkoba,SAV-ILS24-F00018-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2024-08-26,100000,mkoba,SAV-ILS24-F00018-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2024-12-31,200000,mkoba,SAV-ILS24-F00018-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2025-11-29,500000,nmb,SAV-ILS24-F00018-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2025-12-11,1200000,nmb,SAV-ILS24-F00018-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2026-01-25,200000,nmb,SAV-ILS24-F00018-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2026-02-28,300000,nmb,SAV-ILS24-F00018-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2026-04-01,500000,nmb,SAV-ILS24-F00018-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2026-04-04,2249930,nmb,SAV-ILS24-F00018-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2026-04-16,204889,nmb,SAV-ILS24-F00018-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00018,2026-05-28,5565744,nmb,SAV-ILS24-F00018-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2024-03-23,170000,mkoba,SAV-ILS24-F00019-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2024-03-23,80000,mkoba,SAV-ILS24-F00019-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2024-06-05,50000,mkoba,SAV-ILS24-F00019-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2024-12-10,300000,mkoba,SAV-ILS24-F00019-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2024-12-11,200000,mkoba,SAV-ILS24-F00019-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2025-01-02,200000,mkoba,SAV-ILS24-F00019-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2025-09-11,500000,nmb,SAV-ILS24-F00019-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2025-10-01,400000,nmb,SAV-ILS24-F00019-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2025-10-01,300000,nmb,SAV-ILS24-F00019-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2025-11-14,300000,nmb,SAV-ILS24-F00019-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2025-12-07,100000,nmb,SAV-ILS24-F00019-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-01-23,300000,nmb,SAV-ILS24-F00019-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-02-26,200000,nmb,SAV-ILS24-F00019-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-03-01,200000,nmb,SAV-ILS24-F00019-0014,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-03-01,200000,nmb,SAV-ILS24-F00019-0015,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-04-02,500000,nmb,SAV-ILS24-F00019-0016,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-04-28,500000,nmb,SAV-ILS24-F00019-0017,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-05-01,700000,nmb,SAV-ILS24-F00019-0018,Historical savings deposit (Ilboru workbook)
ILS24-F00019,2026-05-01,2000000,nmb,SAV-ILS24-F00019-0019,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2024-03-19,50000,mkoba,SAV-ILS24-F00020-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2024-03-19,90000,mkoba,SAV-ILS24-F00020-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2024-08-23,660000,mkoba,SAV-ILS24-F00020-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2024-12-29,200000,mkoba,SAV-ILS24-F00020-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2025-05-22,400000,mkoba,SAV-ILS24-F00020-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2025-09-16,500000,nmb,SAV-ILS24-F00020-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2025-11-29,200000,nmb,SAV-ILS24-F00020-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2025-12-31,500000,nmb,SAV-ILS24-F00020-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2026-03-14,1200000,nmb,SAV-ILS24-F00020-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2026-03-14,2000000,nmb,SAV-ILS24-F00020-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2026-04-16,1920700,nmb,SAV-ILS24-F00020-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2026-04-19,1000000,nmb,SAV-ILS24-F00020-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00020,2026-05-17,2000000,nmb,SAV-ILS24-F00020-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2024-03-10,100000,mkoba,SAV-ILS24-F00021-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2024-03-10,250000,mkoba,SAV-ILS24-F00021-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2024-12-11,450000,mkoba,SAV-ILS24-F00021-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2024-12-24,200000,mkoba,SAV-ILS24-F00021-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2025-09-11,900000,mkoba,SAV-ILS24-F00021-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2025-10-21,600000,nmb,SAV-ILS24-F00021-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2025-12-12,1200000,nmb,SAV-ILS24-F00021-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00021,2026-04-15,3000000,nmb,SAV-ILS24-F00021-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00022,2024-12-24,800000,mkoba,SAV-ILS24-F00022-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00022,2024-12-27,200000,mkoba,SAV-ILS24-F00022-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00022,2025-05-18,400000,mkoba,SAV-ILS24-F00022-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00022,2025-05-30,100000,mkoba,SAV-ILS24-F00022-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00022,2026-01-31,3200000,nmb,SAV-ILS24-F00022-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2024-03-18,220000,mkoba,SAV-ILS24-F00023-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2024-03-18,80000,mkoba,SAV-ILS24-F00023-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2024-08-20,550000,mkoba,SAV-ILS24-F00023-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2025-01-26,150000,mkoba,SAV-ILS24-F00023-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2025-05-01,600000,nmb,SAV-ILS24-F00023-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2025-08-06,500000,nmb,SAV-ILS24-F00023-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2025-10-21,500000,nmb,SAV-ILS24-F00023-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2025-12-08,1000000,nmb,SAV-ILS24-F00023-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2026-02-26,2000000,nmb,SAV-ILS24-F00023-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2026-02-26,1000000,nmb,SAV-ILS24-F00023-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2026-03-14,2000000,nmb,SAV-ILS24-F00023-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2026-04-02,1000000,nmb,SAV-ILS24-F00023-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2026-04-02,2000000,nmb,SAV-ILS24-F00023-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00023,2026-05-01,1000000,nmb,SAV-ILS24-F00023-0014,Historical savings deposit (Ilboru workbook)
