member_no,date,amount,source,reference,description
ILS24-F00031,2025-12-15,20374,loan,DIV-ILS24-F00031-03,DIVIDENT 3 (Loan 1)
ILS24-F00031,2026-01-24,14508,utt,DIV-ILS24-F00031-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00031,2026-02-28,41423,loan,DIV-ILS24-F00031-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00031,2026-04-15,14281,utt,DIV-ILS24-F00031-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00031,2026-04-26,4761,loan,DIV-ILS24-F00031-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00031,2026-05-05,12248,utt,DIV-ILS24-F00031-08,DIV. 7 UTT 5th May 26
ILS24-F00032,2024-12-31,17839,utt,DIV-ILS24-F00032-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00032,2025-11-25,15716,utt,DIV-ILS24-F00032-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00032,2025-12-15,23969,loan,DIV-ILS24-F00032-03,DIVIDENT 3 (Loan 1)
ILS24-F00032,2026-01-24,17069,utt,DIV-ILS24-F00032-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00032,2026-02-28,40744,loan,DIV-ILS24-F00032-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00032,2026-04-15,11658,utt,DIV-ILS24-F00032-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00032,2026-04-26,1854,loan,DIV-ILS24-F00032-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00032,2026-05-05,4770,utt,DIV-ILS24-F00032-08,DIV. 7 UTT 5th May 26
ILS24-F00033,2024-12-31,14866,utt,DIV-ILS24-F00033-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00033,2025-11-25,19644,utt,DIV-ILS24-F00033-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00033,2025-12-15,29961,loan,DIV-ILS24-F00033-03,DIVIDENT 3 (Loan 1)
ILS24-F00033,2026-01-24,22758,utt,DIV-ILS24-F00033-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00033,2026-02-28,54325,loan,DIV-ILS24-F00033-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00033,2026-04-15,28173,utt,DIV-ILS24-F00033-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00033,2026-04-26,4945,loan,DIV-ILS24-F00033-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00033,2026-05-05,12721,utt,DIV-ILS24-F00033-08,DIV. 7 UTT 5th May 26
ILS24-F00034,2024-12-31,14866,utt,DIV-ILS24-F00034-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00034,2025-11-25,13096,utt,DIV-ILS24-F00034-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00034,2025-12-15,19974,loan,DIV-ILS24-F00034-03,DIVIDENT 3 (Loan 1)
ILS24-F00034,2026-01-24,14224,utt,DIV-ILS24-F00034-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00034,2026-02-28,33953,loan,DIV-ILS24-F00034-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00034,2026-04-15,9715,utt,DIV-ILS24-F00034-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00034,2026-04-26,3091,loan,DIV-ILS24-F00034-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00034,2026-05-05,7951,utt,DIV-ILS24-F00034-08,DIV. 7 UTT 5th May 26
ILS24-F00035,2024-12-31,14866,utt,DIV-ILS24-F00035-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00035,2025-11-25,13096,utt,DIV-ILS24-F00035-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00035,2025-12-15,19974,loan,DIV-ILS24-F00035-03,DIVIDENT 3 (Loan 1)
ILS24-F00035,2026-01-24,25603,utt,DIV-ILS24-F00035-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00035,2026-02-28,61116,loan,DIV-ILS24-F00035-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00035,2026-04-15,29824,utt,DIV-ILS24-F00035-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00035,2026-04-26,4744,loan,DIV-ILS24-F00035-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00035,2026-05-05,12204,utt,DIV-ILS24-F00035-08,DIV. 7 UTT 5th May 26
ILS24-F00036,2024-12-31,16353,utt,DIV-ILS24-F00036-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00036,2025-11-25,14406,utt,DIV-ILS24-F00036-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00036,2025-12-15,21972,loan,DIV-ILS24-F00036-03,DIVIDENT 3 (Loan 1)
ILS24-F00036,2026-01-24,15646,utt,DIV-ILS24-F00036-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00036,2026-02-28,37348,loan,DIV-ILS24-F00036-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00036,2026-04-15,10686,utt,DIV-ILS24-F00036-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00036,2026-04-26,4636,loan,DIV-ILS24-F00036-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00036,2026-05-05,11926,utt,DIV-ILS24-F00036-08,DIV. 7 UTT 5th May 26
ILS24-F00037,2024-12-31,14866,utt,DIV-ILS24-F00037-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00037,2025-11-25,15716,utt,DIV-ILS24-F00037-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00037,2025-12-15,23969,loan,DIV-ILS24-F00037-03,DIVIDENT 3 (Loan 1)
ILS24-F00037,2026-01-24,29870,utt,DIV-ILS24-F00037-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00037,2026-02-28,105255,loan,DIV-ILS24-F00037-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00037,2026-04-15,49546,utt,DIV-ILS24-F00037-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00037,2026-04-26,9426,loan,DIV-ILS24-F00037-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00037,2026-05-05,24250,utt,DIV-ILS24-F00037-08,DIV. 7 UTT 5th May 26
ILS24-F00038,2024-12-31,14866,utt,DIV-ILS24-F00038-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00038,2025-11-25,13096,utt,DIV-ILS24-F00038-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00038,2025-12-15,19974,loan,DIV-ILS24-F00038-03,DIVIDENT 3 (Loan 1)
ILS24-F00038,2026-01-24,24921,utt,DIV-ILS24-F00038-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00038,2026-02-28,59488,loan,DIV-ILS24-F00038-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00038,2026-04-15,37908,utt,DIV-ILS24-F00038-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00038,2026-04-26,7802,loan,DIV-ILS24-F00038-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00038,2026-05-05,20071,utt,DIV-ILS24-F00038-08,DIV. 7 UTT 5th May 26
ILS24-F00039,2024-12-31,14866,utt,DIV-ILS24-F00039-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00039,2025-11-25,13096,utt,DIV-ILS24-F00039-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00039,2025-12-15,19974,loan,DIV-ILS24-F00039-03,DIVIDENT 3 (Loan 1)
ILS24-F00039,2026-01-24,22758,utt,DIV-ILS24-F00039-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00039,2026-02-28,54325,loan,DIV-ILS24-F00039-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00039,2026-04-15,15544,utt,DIV-ILS24-F00039-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00039,2026-04-26,2472,loan,DIV-ILS24-F00039-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00039,2026-05-05,6361,utt,DIV-ILS24-F00039-08,DIV. 7 UTT 5th May 26
ILS24-F00040,2024-12-31,15461,utt,DIV-ILS24-F00040-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00040,2025-11-25,30645,utt,DIV-ILS24-F00040-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00040,2025-12-15,46740,loan,DIV-ILS24-F00040-03,DIVIDENT 3 (Loan 1)
ILS24-F00040,2026-01-24,43241,utt,DIV-ILS24-F00040-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00040,2026-02-28,103217,loan,DIV-ILS24-F00040-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00040,2026-04-15,34390,utt,DIV-ILS24-F00040-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00040,2026-04-26,6222,loan,DIV-ILS24-F00040-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00040,2026-05-05,16006,utt,DIV-ILS24-F00040-08,DIV. 7 UTT 5th May 26
ILS24-F00041,2024-12-31,28543,utt,DIV-ILS24-F00041-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00041,2025-11-25,34770,utt,DIV-ILS24-F00041-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00041,2025-12-15,53031,loan,DIV-ILS24-F00041-03,DIVIDENT 3 (Loan 1)
ILS24-F00041,2026-01-24,37764,utt,DIV-ILS24-F00041-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00041,2026-02-28,90144,loan,DIV-ILS24-F00041-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00041,2026-04-15,25792,utt,DIV-ILS24-F00041-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00041,2026-04-26,4103,loan,DIV-ILS24-F00041-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00041,2026-05-05,10554,utt,DIV-ILS24-F00041-08,DIV. 7 UTT 5th May 26
ILS24-F00042,2024-12-31,14866,utt,DIV-ILS24-F00042-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00042,2025-11-25,13096,utt,DIV-ILS24-F00042-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00042,2025-12-15,19974,loan,DIV-ILS24-F00042-03,DIVIDENT 3 (Loan 1)
ILS24-F00042,2026-01-24,42672,utt,DIV-ILS24-F00042-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00042,2026-02-28,101859,loan,DIV-ILS24-F00042-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00042,2026-04-15,29144,utt,DIV-ILS24-F00042-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00042,2026-04-26,20088,loan,DIV-ILS24-F00042-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00042,2026-05-05,51680,utt,DIV-ILS24-F00042-08,DIV. 7 UTT 5th May 26
ILS24-F00043,2024-12-31,14866,utt,DIV-ILS24-F00043-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00043,2025-11-25,13096,utt,DIV-ILS24-F00043-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00043,2025-12-15,19974,loan,DIV-ILS24-F00043-03,DIVIDENT 3 (Loan 1)
ILS24-F00043,2026-01-24,21336,utt,DIV-ILS24-F00043-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00043,2026-02-28,67906,loan,DIV-ILS24-F00043-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00043,2026-04-15,29144,utt,DIV-ILS24-F00043-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00043,2026-04-26,4636,loan,DIV-ILS24-F00043-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00043,2026-05-05,11926,utt,DIV-ILS24-F00043-08,DIV. 7 UTT 5th May 26
ILS24-F00044,2024-12-31,9366,utt,DIV-ILS24-F00044-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00044,2025-11-25,8251,utt,DIV-ILS24-F00044-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00044,2025-12-15,12584,loan,DIV-ILS24-F00044-03,DIVIDENT 3 (Loan 1)
ILS24-F00044,2026-01-24,8961,utt,DIV-ILS24-F00044-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00044,2026-02-28,89297,loan,DIV-ILS24-F00044-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00044,2026-04-15,25550,utt,DIV-ILS24-F00044-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00044,2026-04-26,6382,loan,DIV-ILS24-F00044-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00044,2026-05-05,16418,utt,DIV-ILS24-F00044-08,DIV. 7 UTT 5th May 26
ILS24-F00045,2024-12-31,11893,utt,DIV-ILS24-F00045-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00045,2025-11-25,10477,utt,DIV-ILS24-F00045-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00045,2025-12-15,15979,loan,DIV-ILS24-F00045-03,DIVIDENT 3 (Loan 1)
ILS24-F00045,2026-01-24,11379,utt,DIV-ILS24-F00045-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00045,2026-02-28,27162,loan,DIV-ILS24-F00045-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00045,2026-04-15,7772,utt,DIV-ILS24-F00045-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00045,2026-04-26,5099,loan,DIV-ILS24-F00045-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00045,2026-05-05,13119,utt,DIV-ILS24-F00045-08,DIV. 7 UTT 5th May 26
ILS24-F00046,2024-12-31,14866,utt,DIV-ILS24-F00046-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00046,2025-11-25,13096,utt,DIV-ILS24-F00046-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00046,2025-12-15,19974,loan,DIV-ILS24-F00046-03,DIVIDENT 3 (Loan 1)
ILS24-F00046,2026-01-24,14224,utt,DIV-ILS24-F00046-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00046,2026-02-28,33953,loan,DIV-ILS24-F00046-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00046,2026-04-15,28659,utt,DIV-ILS24-F00046-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00046,2026-04-26,4868,loan,DIV-ILS24-F00046-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00046,2026-05-05,12522,utt,DIV-ILS24-F00046-08,DIV. 7 UTT 5th May 26
ILS24-F00047,2024-12-31,10599,utt,DIV-ILS24-F00047-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00047,2025-11-25,9338,utt,DIV-ILS24-F00047-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00047,2025-12-15,14242,loan,DIV-ILS24-F00047-03,DIVIDENT 3 (Loan 1)
ILS24-F00047,2026-01-24,10142,utt,DIV-ILS24-F00047-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00047,2026-02-28,24209,loan,DIV-ILS24-F00047-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00047,2026-04-15,7898,utt,DIV-ILS24-F00047-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00047,2026-04-26,1256,loan,DIV-ILS24-F00047-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00047,2026-05-05,3232,utt,DIV-ILS24-F00047-08,DIV. 7 UTT 5th May 26
ILS24-F00048,2024-12-31,16501,utt,DIV-ILS24-F00048-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00048,2025-11-25,14537,utt,DIV-ILS24-F00048-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00048,2025-12-15,22171,loan,DIV-ILS24-F00048-03,DIVIDENT 3 (Loan 1)
ILS24-F00048,2026-01-24,15789,utt,DIV-ILS24-F00048-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00048,2026-02-28,47874,loan,DIV-ILS24-F00048-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00048,2026-04-15,16127,utt,DIV-ILS24-F00048-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00048,2026-04-26,2565,loan,DIV-ILS24-F00048-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00048,2026-05-05,6599,utt,DIV-ILS24-F00048-08,DIV. 7 UTT 5th May 26
ILS24-F00049,2024-12-31,10406,utt,DIV-ILS24-F00049-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00049,2025-11-25,17680,utt,DIV-ILS24-F00049-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00049,2025-12-15,26965,loan,DIV-ILS24-F00049-03,DIVIDENT 3 (Loan 1)
ILS24-F00049,2026-01-24,27665,utt,DIV-ILS24-F00049-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00049,2026-02-28,99990,loan,DIV-ILS24-F00049-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00049,2026-04-15,32010,utt,DIV-ILS24-F00049-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00049,2026-04-26,6931,loan,DIV-ILS24-F00049-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00049,2026-05-05,17831,utt,DIV-ILS24-F00049-08,DIV. 7 UTT 5th May 26
ILS24-F00050,2024-12-31,11893,utt,DIV-ILS24-F00050-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00050,2025-11-25,10477,utt,DIV-ILS24-F00050-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00050,2025-12-15,15979,loan,DIV-ILS24-F00050-03,DIVIDENT 3 (Loan 1)
ILS24-F00050,2026-01-24,11379,utt,DIV-ILS24-F00050-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00050,2026-02-28,27162,loan,DIV-ILS24-F00050-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00050,2026-04-15,12629,utt,DIV-ILS24-F00050-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00050,2026-04-26,2009,loan,DIV-ILS24-F00050-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00050,2026-05-05,5168,utt,DIV-ILS24-F00050-08,DIV. 7 UTT 5th May 26
ILS24-F00051,2024-12-31,743,utt,DIV-ILS24-F00051-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00051,2025-11-25,655,utt,DIV-ILS24-F00051-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00051,2025-12-15,999,loan,DIV-ILS24-F00051-03,DIVIDENT 3 (Loan 1)
ILS24-F00051,2026-01-24,711,utt,DIV-ILS24-F00051-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00051,2026-02-28,1698,loan,DIV-ILS24-F00051-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00051,2026-04-15,11658,utt,DIV-ILS24-F00051-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00051,2026-04-26,2009,loan,DIV-ILS24-F00051-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00051,2026-05-05,5168,utt,DIV-ILS24-F00051-08,DIV. 7 UTT 5th May 26
ILS24-F00052,2024-12-31,743,utt,DIV-ILS24-F00052-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00052,2025-11-25,655,utt,DIV-ILS24-F00052-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00052,2025-12-15,999,loan,DIV-ILS24-F00052-03,DIVIDENT 3 (Loan 1)
ILS24-F00052,2026-01-24,711,utt,DIV-ILS24-F00052-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00052,2026-02-28,1698,loan,DIV-ILS24-F00052-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00052,2026-04-15,7286,utt,DIV-ILS24-F00052-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00052,2026-04-26,1159,loan,DIV-ILS24-F00052-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00052,2026-05-05,2982,utt,DIV-ILS24-F00052-08,DIV. 7 UTT 5th May 26
ILS24-F00053,2024-12-31,2973,utt,DIV-ILS24-F00053-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00053,2025-11-25,2619,utt,DIV-ILS24-F00053-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00053,2025-12-15,3995,loan,DIV-ILS24-F00053-03,DIVIDENT 3 (Loan 1)
ILS24-F00053,2026-01-24,2845,utt,DIV-ILS24-F00053-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00053,2026-02-28,6791,loan,DIV-ILS24-F00053-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00053,2026-04-15,11658,utt,DIV-ILS24-F00053-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00053,2026-04-26,1854,loan,DIV-ILS24-F00053-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00053,2026-05-05,4770,utt,DIV-ILS24-F00053-08,DIV. 7 UTT 5th May 26
ILS24-F00054,2024-12-31,1784,utt,DIV-ILS24-F00054-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00054,2025-11-25,1572,utt,DIV-ILS24-F00054-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00054,2025-12-15,2397,loan,DIV-ILS24-F00054-03,DIVIDENT 3 (Loan 1)
ILS24-F00054,2026-01-24,1707,utt,DIV-ILS24-F00054-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00054,2026-02-28,14260,loan,DIV-ILS24-F00054-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00054,2026-04-15,9861,utt,DIV-ILS24-F00054-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00054,2026-04-26,5123,loan,DIV-ILS24-F00054-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00054,2026-05-05,13178,utt,DIV-ILS24-F00054-08,DIV. 7 UTT 5th May 26
ILS24-F00055,2024-12-31,1487,utt,DIV-ILS24-F00055-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00055,2025-11-25,1310,utt,DIV-ILS24-F00055-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00055,2025-12-15,1997,loan,DIV-ILS24-F00055-03,DIVIDENT 3 (Loan 1)
ILS24-F00055,2026-01-24,1422,utt,DIV-ILS24-F00055-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00055,2026-02-28,3395,loan,DIV-ILS24-F00055-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00055,2026-04-15,971,utt,DIV-ILS24-F00055-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00055,2026-04-26,155,loan,DIV-ILS24-F00055-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00055,2026-05-05,398,utt,DIV-ILS24-F00055-08,DIV. 7 UTT 5th May 26
ILS24-F00056,2024-12-31,1487,utt,DIV-ILS24-F00056-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00056,2025-11-25,1310,utt,DIV-ILS24-F00056-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00056,2025-12-15,1997,loan,DIV-ILS24-F00056-03,DIVIDENT 3 (Loan 1)
ILS24-F00056,2026-01-24,1422,utt,DIV-ILS24-F00056-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00056,2026-02-28,3395,loan,DIV-ILS24-F00056-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00056,2026-04-15,971,utt,DIV-ILS24-F00056-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00056,2026-04-26,155,loan,DIV-ILS24-F00056-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00056,2026-05-05,398,utt,DIV-ILS24-F00056-08,DIV. 7 UTT 5th May 26
ILS24-F00057,2024-12-31,1487,utt,DIV-ILS24-F00057-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00057,2025-11-25,1310,utt,DIV-ILS24-F00057-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00057,2025-12-15,1997,loan,DIV-ILS24-F00057-03,DIVIDENT 3 (Loan 1)
ILS24-F00057,2026-01-24,1422,utt,DIV-ILS24-F00057-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00057,2026-02-28,3395,loan,DIV-ILS24-F00057-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00057,2026-04-15,30116,utt,DIV-ILS24-F00057-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00057,2026-04-26,4790,loan,DIV-ILS24-F00057-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00057,2026-05-05,12324,utt,DIV-ILS24-F00057-08,DIV. 7 UTT 5th May 26
ILS24-F00058,2024-12-31,2379,utt,DIV-ILS24-F00058-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00058,2025-11-25,2095,utt,DIV-ILS24-F00058-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00058,2025-12-15,3196,loan,DIV-ILS24-F00058-03,DIVIDENT 3 (Loan 1)
ILS24-F00058,2026-01-24,2276,utt,DIV-ILS24-F00058-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00058,2026-02-28,5432,loan,DIV-ILS24-F00058-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00058,2026-04-15,1554,utt,DIV-ILS24-F00058-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00058,2026-04-26,247,loan,DIV-ILS24-F00058-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00058,2026-05-05,636,utt,DIV-ILS24-F00058-08,DIV. 7 UTT 5th May 26
ILS24-F00059,2024-12-31,1487,utt,DIV-ILS24-F00059-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00059,2025-11-25,1310,utt,DIV-ILS24-F00059-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00059,2025-12-15,1997,loan,DIV-ILS24-F00059-03,DIVIDENT 3 (Loan 1)
ILS24-F00059,2026-01-24,1422,utt,DIV-ILS24-F00059-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00059,2026-02-28,3395,loan,DIV-ILS24-F00059-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00059,2026-04-15,9715,utt,DIV-ILS24-F00059-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00059,2026-04-26,1545,loan,DIV-ILS24-F00059-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00059,2026-05-05,3975,utt,DIV-ILS24-F00059-08,DIV. 7 UTT 5th May 26
ILS24-F00060,2024-12-31,1487,utt,DIV-ILS24-F00060-01,DIVIDENT 1 UTT (Year 1)
ILS24-F00060,2025-11-25,1310,utt,DIV-ILS24-F00060-02,DIVIDENT 2 UTT (Nov. 25)
ILS24-F00060,2025-12-15,1997,loan,DIV-ILS24-F00060-03,DIVIDENT 3 (Loan 1)
ILS24-F00060,2026-01-24,1422,utt,DIV-ILS24-F00060-04,DIVIDENT 4 UTT (Jan 24)
ILS24-F00060,2026-02-28,3395,loan,DIV-ILS24-F00060-05,DIVIDENT 5 (Loan 2+3)
ILS24-F00060,2026-04-15,971,utt,DIV-ILS24-F00060-06,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00060,2026-04-26,155,loan,DIV-ILS24-F00060-07,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00060,2026-05-05,398,utt,DIV-ILS24-F00060-08,DIV. 7 UTT 5th May 26
ILS24-F00061,2026-04-15,247728,utt,DIV-ILS24-F00061-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00061,2026-04-26,56019,loan,DIV-ILS24-F00061-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00061,2026-05-05,144116,utt,DIV-ILS24-F00061-03,DIV. 7 UTT 5th May 26
ILS24-F00062,2026-04-15,32059,utt,DIV-ILS24-F00062-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00062,2026-04-26,5099,loan,DIV-ILS24-F00062-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00062,2026-05-05,13119,utt,DIV-ILS24-F00062-03,DIV. 7 UTT 5th May 26
