member_no,date,amount,source,reference,description
ILS24-F00010,2026-03-03,3000000,nmb,SAV-ILS24-F00010-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00010,2026-04-29,2000000,nmb,SAV-ILS24-F00010-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00010,2026-04-30,3000000,nmb,SAV-ILS24-F00010-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00010,2026-05-28,3000000,nmb,SAV-ILS24-F00010-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-03-04,100000,mkoba,SAV-ILS24-F00011-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-03-08,190000,mkoba,SAV-ILS24-F00011-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-03-08,110000,mkoba,SAV-ILS24-F00011-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-03-08,60000,mkoba,SAV-ILS24-F00011-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-05-09,140000,mkoba,SAV-ILS24-F00011-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-07-12,140000,mkoba,SAV-ILS24-F00011-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-07-31,60000,mkoba,SAV-ILS24-F00011-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2024-12-23,200000,mkoba,SAV-ILS24-F00011-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-02-14,300000,mkoba,SAV-ILS24-F00011-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-02-24,300000,mkoba,SAV-ILS24-F00011-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-03-24,200000,mkoba,SAV-ILS24-F00011-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-05-01,100000,nmb,SAV-ILS24-F00011-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-05-20,100000,nmb,SAV-ILS24-F00011-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-06-25,100000,nmb,SAV-ILS24-F00011-0014,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-07-31,100000,nmb,SAV-ILS24-F00011-0015,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-08-26,100000,nmb,SAV-ILS24-F00011-0016,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-09-18,100000,nmb,SAV-ILS24-F00011-0017,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-10-25,300000,nmb,SAV-ILS24-F00011-0018,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2025-12-20,100000,nmb,SAV-ILS24-F00011-0019,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-01-12,400000,nmb,SAV-ILS24-F00011-0020,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-01-12,600000,nmb,SAV-ILS24-F00011-0021,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-01-12,600000,nmb,SAV-ILS24-F00011-0022,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-02-17,500000,nmb,SAV-ILS24-F00011-0023,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-02-17,912446,nmb,SAV-ILS24-F00011-0024,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-03-05,1000000,nmb,SAV-ILS24-F00011-0025,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-03-05,1402650,nmb,SAV-ILS24-F00011-0026,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-03-25,500000,nmb,SAV-ILS24-F00011-0027,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-04-10,1100000,nmb,SAV-ILS24-F00011-0028,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-04-20,1015334,nmb,SAV-ILS24-F00011-0029,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-04-20,800000,nmb,SAV-ILS24-F00011-0030,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-05-07,635793,nmb,SAV-ILS24-F00011-0031,Historical savings deposit (Ilboru workbook)
ILS24-F00011,2026-05-11,1500000,nmb,SAV-ILS24-F00011-0032,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2024-03-18,150000,mkoba,SAV-ILS24-F00012-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2024-03-19,20000,mkoba,SAV-ILS24-F00012-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2024-03-19,200000,mkoba,SAV-ILS24-F00012-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2024-03-31,130000,mkoba,SAV-ILS24-F00012-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2024-08-21,300000,mkoba,SAV-ILS24-F00012-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2024-12-09,200000,mkoba,SAV-ILS24-F00012-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-01-02,250000,mkoba,SAV-ILS24-F00012-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-08-17,500000,mkoba,SAV-ILS24-F00012-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-09-09,150000,mkoba,SAV-ILS24-F00012-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-10-21,600000,mkoba,SAV-ILS24-F00012-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-10-21,100000,mkoba,SAV-ILS24-F00012-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-11-29,150000,mkoba,SAV-ILS24-F00012-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-12-07,200000,nmb,SAV-ILS24-F00012-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2025-12-07,200000,nmb,SAV-ILS24-F00012-0014,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-01-04,500000,nmb,SAV-ILS24-F00012-0015,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-01-04,500000,nmb,SAV-ILS24-F00012-0016,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-01-04,600000,nmb,SAV-ILS24-F00012-0017,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-02-05,300000,nmb,SAV-ILS24-F00012-0018,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-02-05,300000,nmb,SAV-ILS24-F00012-0019,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-02-05,600000,nmb,SAV-ILS24-F00012-0020,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-03-12,300000,nmb,SAV-ILS24-F00012-0021,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-03-12,1361226,nmb,SAV-ILS24-F00012-0022,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-03-12,2000000,nmb,SAV-ILS24-F00012-0023,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-03-12,1000000,nmb,SAV-ILS24-F00012-0024,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-04-01,1000000,nmb,SAV-ILS24-F00012-0025,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-04-01,1100000,nmb,SAV-ILS24-F00012-0026,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-04-15,681857,nmb,SAV-ILS24-F00012-0027,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-04-16,115057,nmb,SAV-ILS24-F00012-0028,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-04-16,500000,nmb,SAV-ILS24-F00012-0029,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-04-25,500000,nmb,SAV-ILS24-F00012-0030,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-05-01,500000,nmb,SAV-ILS24-F00012-0031,Historical savings deposit (Ilboru workbook)
ILS24-F00012,2026-05-08,919906,nmb,SAV-ILS24-F00012-0032,Historical savings deposit (Ilboru workbook)
