member_no,date,amount,source,reference,description
ILS24-F00070,2026-04-25,1000000,nmb,SAV-ILS24-F00070-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00070,2026-05-20,3000000,nmb,SAV-ILS24-F00070-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00071,2026-03-31,3000000,nmb,SAV-ILS24-F00071-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00071,2026-04-01,100000,nmb,SAV-ILS24-F00071-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00071,2026-04-01,100000,nmb,SAV-ILS24-F00071-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00071,2026-04-28,1100000,nmb,SAV-ILS24-F00071-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00071,2026-05-04,300000,nmb,SAV-ILS24-F00071-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00071,2026-05-08,600000,nmb,SAV-ILS24-F00071-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00072,2026-03-31,3200000,nmb,SAV-ILS24-F00072-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00073,2026-04-16,3300000,nmb,SAV-ILS24-F00073-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00074,2026-04-17,3200000,nmb,SAV-ILS24-F00074-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-04-10,1000000,nmb,SAV-ILS24-F00075-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-04-11,1000000,nmb,SAV-ILS24-F00075-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-04-17,500000,nmb,SAV-ILS24-F00075-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-04-18,1700000,nmb,SAV-ILS24-F00075-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-05-06,4000000,nmb,SAV-ILS24-F00075-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-05-15,1000000,nmb,SAV-ILS24-F00075-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-05-15,500000,nmb,SAV-ILS24-F00075-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00075,2026-05-25,500000,nmb,SAV-ILS24-F00075-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00076,2026-04-23,2000000,nmb,SAV-ILS24-F00076-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00076,2026-04-29,1200000,nmb,SAV-ILS24-F00076-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00077,2026-04-04,1000000,nmb,SAV-ILS24-F00077-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00078,2026-04-28,1000000,nmb,SAV-ILS24-F00078-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00078,2026-05-20,2300000,nmb,SAV-ILS24-F00078-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00079,2026-04-29,4200000,nmb,SAV-ILS24-F00079-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00079,2026-04-30,2500000,nmb,SAV-ILS24-F00079-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00079,2026-05-07,1000000,nmb,SAV-ILS24-F00079-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00079,2026-05-14,1000000,nmb,SAV-ILS24-F00079-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00079,2026-05-15,2000000,nmb,SAV-ILS24-F00079-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00080,2026-05-07,300000,nmb,SAV-ILS24-F00080-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00080,2026-05-11,100000,nmb,SAV-ILS24-F00080-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00080,2026-05-15,100000,nmb,SAV-ILS24-F00080-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00081,2026-05-10,3200000,nmb,SAV-ILS24-F00081-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00081,2026-05-12,2150000,nmb,SAV-ILS24-F00081-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00081,2026-05-15,2000000,nmb,SAV-ILS24-F00081-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00082,2026-05-12,3200000,nmb,SAV-ILS24-F00082-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00082,2026-05-23,1000000,nmb,SAV-ILS24-F00082-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00083,2026-05-12,3500000,nmb,SAV-ILS24-F00083-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00083,2026-05-18,300000,nmb,SAV-ILS24-F00083-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00083,2026-05-12,200000,nmb,SAV-ILS24-F00083-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00083,2026-05-25,400000,nmb,SAV-ILS24-F00083-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00084,2026-05-13,1300000,nmb,SAV-ILS24-F00084-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00085,2026-05-13,300000,nmb,SAV-ILS24-F00085-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00085,2026-05-29,200000,nmb,SAV-ILS24-F00085-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00086,2026-05-17,3200000,nmb,SAV-ILS24-F00086-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00086,2026-05-25,300000,nmb,SAV-ILS24-F00086-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00087,2026-05-15,3200000,nmb,SAV-ILS24-F00087-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00088,2026-05-20,1200000,nmb,SAV-ILS24-F00088-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00088,2026-05-22,700000,nmb,SAV-ILS24-F00088-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00088,2026-05-24,500000,nmb,SAV-ILS24-F00088-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00088,2026-05-24,1000000,nmb,SAV-ILS24-F00088-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00088,2026-05-29,600000,nmb,SAV-ILS24-F00088-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00089,2026-05-22,5000000,nmb,SAV-ILS24-F00089-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00090,2026-05-28,3300000,nmb,SAV-ILS24-F00090-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00091,2026-05-28,3800000,nmb,SAV-ILS24-F00091-0001,Historical savings deposit (Ilboru workbook)
